Incident Type,Incident year,Reported Month,Region of Origin,Region of Incident,Country of Origin,Number of Dead,Minimum Estimated Number of Missing,Total Number of Dead and Missing,Number of Survivors,Number of Females,Number of Males,Number of Children,Cause of Death,Migration route,UNSD Geographical Grouping
Incident,2016,September,Southern Asia,Mediterranean,"Afghanistan,Pakistan",7.0,20,27,3,0,0,0,Drowning,Eastern Mediterranean,Uncategorized
Incident,2016,September,Southern Asia,Southern Asia,Afghanistan,14.0,0,14,11,0,0,0,Vehicle accident / death linked to hazardous transport,Afghanistan to Iran,Southern Asia
Incident,2016,September,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,September,Caribbean,South America,Cuba,1.0,0,1,0,0,1,0,Sickness / lack of access to adequate healthcare,Darien,South America
Incident,2016,September,Unknown,Northern Africa,Unknown,1.0,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Northern Africa
Incident,2016,September,Unknown,Northern Africa,Unknown,1.0,0,1,0,0,0,0,Violence,,Northern Africa
Incident,2016,September,Unknown,Northern Africa,Unknown,1.0,0,1,0,0,0,0,Violence,Sahara Desert crossing,Northern Africa
Incident,2016,September,Unknown,Northern Africa,Unknown,1.0,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,,Northern Africa
Incident,2016,September,Unknown,Northern Africa,Unknown,5.0,0,5,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2016,September,Unknown,Northern Africa,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa,Eastern Africa,Ethiopia,7.0,0,7,37,0,0,0,Vehicle accident / death linked to hazardous transport,,Eastern Africa
Incident,2016,October,Central America,North America,Mexico,1.0,0,1,0,0,1,0,"Harsh environmental conditions / lack of adequate shelter, food, water",US-Mexico border crossing,Northern America
Incident,2016,October,Unknown,Mediterranean,Unknown,10.0,0,10,0,0,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Mixed,Mediterranean,Unknown,11.0,0,11,0,2,7,2,Drowning,Central Mediterranean,Uncategorized
Incident,2016,October,Mixed,Mediterranean,"Libya,Morocco,Syrian Arab Republic",30.0,0,30,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2016,October,Western / Southern Asia (P),Mediterranean,Unknown,1.0,0,1,0,0,1,0,Drowning,Eastern Mediterranean,Uncategorized
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,1.0,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,1.0,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,,Northern Africa
Incident,2016,October,Western Asia,Mediterranean,Côte d'Ivoire,28.0,0,28,0,0,0,0,Accidental death,Central Mediterranean,Uncategorized
Split Incident,2016,October,Central America,Central America,"Ecuador,Guatemala",6.0,0,6,60,0,1,5,"Harsh environmental conditions / lack of adequate shelter, food, water",,Central America
Incident,2016,October,Unknown,Mediterranean,Unknown,3.0,0,3,0,2,0,1,Drowning,Central Mediterranean,Uncategorized
Incident,2016,October,Eastern Africa,Eastern Africa,Ethiopia,10.0,0,10,0,0,0,0,Mixed or unknown,Horn of Africa to Yemen crossing,Eastern Africa
Incident,2016,October,Western / Southern Asia (P),Mediterranean,Unknown,1.0,0,1,0,0,1,1,Drowning,Eastern Mediterranean,Uncategorized
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Unknown,Mediterranean,Unknown,2.0,0,2,0,1,1,1,Drowning,Central Mediterranean,Uncategorized
Incident,2016,October,Eastern Africa,Europe,Eritrea,1.0,0,1,1,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Western Europe
Incident,2016,October,Eastern Africa,Europe,Eritrea,1.0,0,1,0,1,0,1,Vehicle accident / death linked to hazardous transport,Italy to France,Western Europe
Incident,2016,October,Central America,Central America,Guatemala,1.0,0,1,0,0,1,0,Drowning,,Central America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,30.0,0,30,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,6.0,0,6,0,0,0,0,Mixed or unknown,,Northern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,5.0,0,5,0,0,0,0,Sickness / lack of access to adequate healthcare,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,3.0,0,3,0,0,0,0,Sickness / lack of access to adequate healthcare,,Northern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,6.0,0,6,0,0,0,0,Violence,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Central America,Central America,Mexico,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2016,October,Caribbean,South America,Haiti,1.0,0,1,0,1,0,0,Mixed or unknown,,South America
Incident,2016,October,Northern Africa,Mediterranean,Algeria,1.0,3,4,0,0,0,0,Drowning,Western Mediterranean,Uncategorized
Incident,2016,October,Western / Southern Asia (P),Europe,Unknown,1.0,0,1,0,0,1,0,Drowning,Western Balkans,Southern Europe
Incident,2016,October,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Western Africa,Mediterranean,"Nigeria,Senegal",,17,17,113,0,13,1,Drowning,Central Mediterranean,Uncategorized
Incident,2016,October,Southern Asia,Europe,Afghanistan,1.0,0,1,2,0,1,1,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Western Europe
Incident,2016,October,Central America,Central America,Honduras,1.0,0,1,0,0,1,1,Vehicle accident / death linked to hazardous transport,,Central America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Violence,Sahara Desert crossing,Eastern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Violence,Sahara Desert crossing,Eastern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Eastern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,5.0,0,5,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,1.0,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,,Eastern Africa
Incident,2016,October,Eastern Africa,Europe,Eritrea,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Northern Europe
Incident,2016,October,Caribbean,Caribbean,Cuba,,1,1,0,0,1,0,Drowning,Caribbean to US,Uncategorized
Incident,2016,October,Unknown,Europe,Sudan,1.0,0,1,0,0,1,0,Violence,English Channel to the UK,Western Europe
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,3.0,0,3,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2016,October,Unknown,Mediterranean,Unknown,5.0,4,9,118,0,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Central America,Central America,Honduras,1.0,0,1,1,0,1,1,Vehicle accident / death linked to hazardous transport,,Central America
Incident,2016,October,Central America,Central America,Honduras,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2016,October,Central America,North America,Guatemala,1.0,0,1,0,1,0,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,6.0,0,6,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,30.0,0,30,0,0,0,0,Vehicle accident / death linked to hazardous transport,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,6.0,0,6,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,3.0,0,3,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,6.0,0,6,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,5.0,0,5,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Violence,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,12.0,0,12,0,0,0,0,Sickness / lack of access to adequate healthcare,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,5.0,0,5,0,0,0,0,Vehicle accident / death linked to hazardous transport,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,2.0,0,2,0,0,0,0,Mixed or unknown,Sahara Desert crossing,Northern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Sickness / lack of access to adequate healthcare,,Eastern Africa
Incident,2016,October,Eastern Africa (P),Eastern Africa,Unknown,1.0,0,1,0,0,0,0,Violence,,Eastern Africa
Incident,2016,October,Eastern Africa,Eastern Africa,Ethiopia,14.0,0,14,300,0,0,0,Mixed or unknown,Horn of Africa to Yemen crossing,Uncategorized
Incident,2016,October,Unknown,Mediterranean,Unknown,1.0,0,1,0,1,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2016,October,Unknown,Mediterranean,Unknown,3.0,0,3,0,0,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Mixed,Mediterranean,Unknown,13.0,0,13,120,0,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Mixed,Mediterranean,Unknown,4.0,10,14,0,0,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Latin America / Caribbean (P),Central America,Unknown,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,,Central America
Incident,2016,October,Eastern Africa (P),Northern Africa,Unknown,1.0,0,1,0,0,0,0,"Harsh environmental conditions / lack of adequate shelter, food, water",Sahara Desert crossing,Northern Africa
Cumulative Incident,2016,October,Central America,Central America,Honduras,44.0,0,44,0,0,0,10,Mixed or unknown,,Central America
Incident,2016,October,Unknown,Mediterranean,Unknown,1.0,0,1,0,0,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Mixed,Mediterranean,Unknown,,30,30,0,2,0,1,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Central America,Central America,Nicaragua,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Incident,2016,October,Northern Africa,Europe,Sudan,1.0,0,1,0,0,1,0,Vehicle accident / death linked to hazardous transport,Italy to France,Western Europe
Incident,2016,October,Central America,Central America,Mexico,1.0,0,1,0,0,1,0,Drowning,US-Mexico border crossing,Central America
Split Incident,2016,October,Latin America / Caribbean (P),Central America,"Unknown,Venezuela (Bolivarian Republic of)",2.0,0,2,0,0,2,0,Drowning,US-Mexico border crossing,Central America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Mixed,Mediterranean,Unknown,29.0,0,29,107,0,0,0,Vehicle accident / death linked to hazardous transport,Central Mediterranean,Uncategorized
Incident,2016,October,Unknown,Mediterranean,Unknown,1.0,0,1,0,1,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Mixed,Mediterranean,Unknown,1.0,29,30,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2016,October,Mixed,Mediterranean,Unknown,,29,29,0,0,0,0,Drowning,Central Mediterranean,Uncategorized
Incident,2016,October,Unknown,Mediterranean,Unknown,9.0,1,10,0,1,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Unknown,Mediterranean,Unknown,6.0,4,10,0,4,0,2,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Western Africa,Mediterranean,"Guinea,Mali,Senegal",97.0,0,97,29,3,92,2,Drowning,Central Mediterranean,Uncategorized
Incident,2016,October,Unknown,Mediterranean,Unknown,,10,10,140,0,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Western Asia,Europe,Syrian Arab Republic,1.0,0,1,0,0,0,0,Vehicle accident / death linked to hazardous transport,English Channel to the UK,Western Europe
Incident,2016,October,Mixed,Mediterranean,Unknown,2.0,32,34,0,0,0,0,Mixed or unknown,Central Mediterranean,Uncategorized
Incident,2016,October,Latin America / Caribbean (P),North America,Unknown,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
Incident,2016,October,Central America,North America,Mexico,1.0,0,1,0,0,1,0,Mixed or unknown,US-Mexico border crossing,Northern America
